order_id,client_id,product_id,quantity,purchase_date
3581,6091,489,1,2024-01-13
3582,958,2,3,2024-03-20
3583,6347,297,5,2024-04-17
3584,1503,476,2,2024-06-21
3585,7605,164,2,2024-05-30
3586,3195,337,5,2024-05-20
3587,2215,254,2,2024-06-19
3588,952,488,1,2024-04-24
3589,2097,318,4,2024-06-20
3590,5093,343,2,2024-02-12
3591,6163,290,5,2024-01-13
3592,646,121,3,2024-05-29
3593,9507,180,3,2024-04-16
3594,1719,168,2,2024-05-29
3595,3039,258,3,2024-04-10
3596,7757,262,1,2024-03-06
3597,9802,162,5,2024-01-09
3598,8961,44,2,2024-06-10
3599,8100,420,2,2024-03-14
3600,5576,104,2,2024-06-11
3601,1253,455,2,2024-05-19
3602,8004,377,5,2024-05-02
3603,7405,261,4,2024-06-02
3604,2510,187,2,2024-05-17
3605,2918,221,1,2024-03-18
3606,3998,165,5,2024-06-06
3607,8220,334,2,2024-03-17
3608,4457,345,4,2024-04-24
3609,2556,286,5,2024-03-03
3610,1703,311,1,2024-05-13
3611,1699,153,1,2024-03-18
3612,7266,363,1,2024-04-19
3613,347,306,5,2024-06-09
3614,2997,298,5,2024-01-27
3615,7291,296,2,2024-02-22
3616,2484,90,3,2024-02-13
3617,8277,327,3,2024-01-11
3618,1269,138,3,2024-03-14
3619,3795,71,2,2024-04-02
3620,2488,5,4,2024-03-11
3621,27,39,5,2024-02-11
3622,9012,73,1,2024-01-16
3623,7531,155,1,2024-03-20
3624,6524,56,3,2024-04-22
3625,3739,278,4,2024-02-26
3626,8188,445,1,2024-01-02
3627,8393,368,3,2024-02-06
3628,1380,102,2,2024-05-01
3629,8592,451,2,2024-03-03
3630,9340,160,5,2024-04-29
3631,177,125,1,2024-01-07
3632,2826,408,3,2024-02-29
3633,8073,233,5,2024-02-03
3634,2063,364,5,2024-01-24
3635,2760,70,3,2024-03-11
3636,7259,497,4,2024-06-10
3637,3162,133,2,2024-04-15
3638,1637,269,2,2024-04-29
3639,5846,467,4,2024-02-19
3640,3139,58,5,2024-05-25
3641,3780,402,3,2024-05-14
3642,1375,92,1,2024-01-04
3643,6842,230,1,2024-01-04
3644,1900,74,4,2024-02-16
3645,1060,447,4,2024-01-08
3646,8986,379,2,2024-04-14
3647,9500,124,5,2024-03-12
3648,8982,339,2,2024-04-17
3649,465,61,3,2024-03-12
3650,6666,72,1,2024-02-04
3651,5704,279,2,2024-04-21
3652,3570,249,1,2024-02-29
3653,4612,75,1,2024-03-16
3654,8705,48,3,2024-03-20
3655,972,89,2,2024-04-08
3656,2045,267,2,2024-02-28
3657,4260,20,4,2024-01-01
3658,783,169,4,2024-05-07
3659,8739,318,4,2024-05-03
3660,9154,304,1,2024-04-25
3661,8240,498,1,2024-03-06
3662,1349,451,1,2024-01-15
3663,8528,158,4,2024-01-15
3664,1015,68,2,2024-05-25
3665,8441,500,5,2024-06-26
3666,4732,88,5,2024-02-18
3667,9061,242,1,2024-03-11
3668,2102,364,3,2024-04-22
3669,3844,314,5,2024-06-06
3670,7510,147,3,2024-03-06
3671,1652,408,4,2024-04-24
3672,7581,462,2,2024-04-11
3673,2458,78,1,2024-04-06
3674,5659,368,3,2024-04-11
3675,6293,380,5,2024-04-11
3676,3935,186,3,2024-01-10
3677,4012,219,5,2024-01-01
3678,7533,141,4,2024-02-11
3679,2495,99,1,2024-05-19
3680,3755,376,2,2024-04-04
3681,9438,35,3,2024-05-31
3682,7171,135,3,2024-03-09
3683,1886,207,2,2024-03-09
3684,1666,115,2,2024-04-02
3685,1533,460,5,2024-02-09
3686,1173,82,5,2024-01-26
3687,8179,460,2,2024-03-17
3688,7844,333,1,2024-02-02
3689,965,79,5,2024-01-10
3690,4199,83,5,2024-05-03
3691,2326,464,5,2024-04-01
3692,8457,283,5,2024-04-10
3693,4372,217,3,2024-03-04
3694,7661,161,1,2024-02-24
3695,923,342,3,2024-02-08
3696,2867,131,2,2024-04-02
3697,6210,461,1,2024-03-07
3698,218,386,3,2024-05-22
3699,5569,293,3,2024-04-24
3700,8538,120,4,2024-01-01
3701,5467,189,1,2024-02-15
3702,8390,490,1,2024-06-01
3703,6188,418,3,2024-01-16
3704,7815,144,1,2024-02-15
3705,2813,46,3,2024-06-03
3706,2248,96,2,2024-01-11
3707,5818,2,1,2024-04-28
3708,3154,219,1,2024-06-17
3709,2987,436,4,2024-04-14
3710,6246,382,5,2024-05-20
3711,3945,190,3,2024-05-13
3712,5716,45,5,2024-06-10
3713,395,465,4,2024-05-19
3714,2186,83,4,2024-06-09
3715,9291,240,4,2024-01-12
3716,1025,225,5,2024-01-03
3717,8630,449,5,2024-03-05
3718,1162,167,4,2024-03-22
3719,650,431,5,2024-02-03
3720,1872,174,2,2024-06-28
3721,3540,350,3,2024-04-05
3722,7892,435,4,2024-01-14
3723,4275,144,1,2024-06-10
3724,900,246,2,2024-04-18
3725,4490,203,3,2024-01-22
3726,9682,51,4,2024-01-23
3727,6802,68,3,2024-03-25
3728,9599,105,2,2024-03-11
3729,618,74,1,2024-06-04
3730,5714,80,5,2024-05-19
3731,2053,139,3,2024-02-06
3732,2498,374,3,2024-02-09
3733,633,254,4,2024-03-28
3734,5525,230,3,2024-05-18
3735,7889,66,1,2024-03-04
3736,2803,476,2,2024-01-10
3737,4135,364,1,2024-01-24
3738,2683,422,1,2024-02-25
3739,9353,246,1,2024-03-11
3740,7244,115,2,2024-03-14
3741,3521,496,3,2024-06-18
3742,853,465,4,2024-01-23
3743,3920,116,3,2024-03-25
3744,8326,308,3,2024-01-31
3745,9848,463,2,2024-06-21
3746,2567,201,2,2024-06-17
3747,7850,419,1,2024-06-28
3748,1469,473,2,2024-02-03
3749,6299,18,5,2024-01-10
3750,1602,496,2,2024-06-25
3751,1167,279,3,2024-03-27
3752,8915,318,4,2024-06-03
3753,7857,30,3,2024-05-03
3754,9797,455,1,2024-04-20
3755,7234,269,1,2024-03-29
3756,4550,41,1,2024-01-12
3757,2958,361,4,2024-04-18
3758,5163,52,2,2024-05-04
3759,3001,113,4,2024-01-23
3760,6428,484,4,2024-06-03
3761,6529,15,5,2024-03-01
3762,703,346,2,2024-05-28
3763,5067,179,2,2024-04-08
3764,8348,161,3,2024-06-25
3765,118,89,3,2024-06-12
3766,1423,25,3,2024-05-16
3767,3790,416,2,2024-06-04
3768,9888,355,2,2024-02-16
3769,1172,316,5,2024-04-20
3770,7231,390,3,2024-06-23
3771,8323,144,3,2024-01-14
3772,7937,411,2,2024-02-05
3773,6011,229,3,2024-06-04
3774,1784,42,1,2024-04-24
3775,3743,36,2,2024-03-30
3776,2607,7,5,2024-02-23
3777,483,256,2,2024-04-30
3778,2829,270,1,2024-05-08
3779,9709,346,1,2024-03-31
3780,6108,382,5,2024-04-23
3781,9632,176,4,2024-04-25
3782,1892,285,4,2024-01-01
3783,2312,160,3,2024-03-25
3784,6882,86,3,2024-03-28
3785,5397,410,4,2024-04-04
3786,395,218,5,2024-06-18
3787,6218,163,2,2024-04-09
3788,1921,359,1,2024-04-13
3789,7559,461,1,2024-05-02
3790,4897,130,5,2024-01-18
3791,5975,132,5,2024-03-22
3792,4901,204,5,2024-01-15
3793,2101,408,2,2024-01-09
3794,3384,102,1,2024-01-07
3795,3684,411,3,2024-05-08
3796,3001,451,5,2024-04-04
3797,6747,375,1,2024-03-20
3798,2769,30,5,2024-03-01
3799,8146,65,2,2024-02-25
3800,3073,21,2,2024-02-13
3801,7554,42,5,2024-03-26
3802,1979,196,4,2024-01-11
3803,8099,228,5,2024-04-12
3804,2095,32,2,2024-06-21
3805,1970,48,2,2024-05-05
3806,7091,116,5,2024-01-04
3807,731,116,1,2024-05-07
3808,8019,68,5,2024-06-11
3809,9004,298,2,2024-04-04
3810,1072,451,2,2024-02-14
3811,9959,161,3,2024-03-30
3812,2991,231,2,2024-01-17
3813,5924,455,4,2024-04-18
3814,313,469,1,2024-02-04
3815,5725,343,3,2024-01-09
3816,4446,43,3,2024-03-21
3817,7425,403,4,2024-05-09
3818,5850,370,3,2024-04-13
3819,8207,149,5,2024-04-16
3820,2403,124,4,2024-03-01
3821,9768,92,3,2024-01-16
3822,6290,74,1,2024-01-16
3823,4995,451,3,2024-03-30
3824,8613,29,2,2024-03-16
3825,8412,469,2,2024-02-28
3826,1031,447,3,2024-06-29
3827,8521,468,2,2024-01-13
3828,6449,457,5,2024-06-23
3829,1831,289,5,2024-02-28
3830,983,13,2,2024-02-24
3831,9474,204,5,2024-05-24
3832,8787,22,3,2024-01-23
3833,8407,120,3,2024-01-01
3834,5668,172,2,2024-02-07
3835,1271,348,5,2024-05-20
3836,1138,162,1,2024-04-02
3837,6299,393,1,2024-03-23
3838,1807,362,1,2024-05-28
3839,2515,339,4,2024-02-01
3840,8687,78,3,2024-01-26
3841,2492,273,2,2024-02-22
3842,3638,67,3,2024-01-08
3843,7933,195,1,2024-01-15
3844,5430,421,1,2024-01-23
3845,2385,218,5,2024-04-18
3846,860,324,5,2024-01-12
3847,8270,9,5,2024-04-25
3848,3802,416,3,2024-06-21
3849,8710,435,2,2024-04-26
3850,4458,429,3,2024-02-17
3851,2084,296,2,2024-04-27
3852,395,113,3,2024-03-16
3853,9617,339,2,2024-03-02
3854,8624,42,5,2024-05-06
3855,9563,28,4,2024-05-08
3856,6232,133,5,2024-04-06
3857,314,377,1,2024-06-27
3858,5790,400,1,2024-06-06
3859,4832,205,4,2024-01-19
3860,1516,239,2,2024-05-16
3861,740,374,1,2024-04-01
3862,7770,291,4,2024-03-12
3863,1161,370,1,2024-06-08
3864,3222,351,2,2024-01-03
3865,9317,212,2,2024-05-04
3866,9497,230,3,2024-05-18
3867,3603,156,5,2024-05-05
3868,6362,126,2,2024-04-14
3869,9049,196,5,2024-05-19
3870,4683,193,3,2024-01-22
3871,6246,499,3,2024-02-26
3872,280,318,1,2024-04-26
3873,3882,301,5,2024-03-02
3874,8102,449,4,2024-04-01
3875,9171,151,2,2024-04-10
3876,9504,296,5,2024-05-17
3877,823,28,3,2024-04-15
3878,1643,407,2,2024-06-13
3879,4149,273,3,2024-02-24
3880,2334,413,5,2024-03-31
3881,6774,73,3,2024-06-24
3882,7571,70,5,2024-02-22
3883,6530,229,1,2024-03-26
3884,8722,446,1,2024-06-17
3885,4239,182,2,2024-01-24
3886,3995,146,1,2024-02-20
3887,3083,19,4,2024-01-14
3888,9174,298,1,2024-04-27
3889,7157,169,2,2024-01-14
3890,8569,313,1,2024-01-21
3891,4817,290,3,2024-02-16
3892,3240,265,2,2024-04-02
3893,6219,380,2,2024-06-05
3894,6511,92,2,2024-03-23
3895,9044,434,4,2024-01-18
3896,6612,20,2,2024-03-17
3897,3311,324,3,2024-06-04
3898,687,360,1,2024-05-13
3899,4443,467,2,2024-05-08
3900,8280,417,4,2024-02-18
3901,8376,196,4,2024-03-07
3902,85,498,5,2024-05-03
3903,2224,211,1,2024-01-19
3904,6949,457,1,2024-04-14
3905,5776,498,1,2024-04-24
3906,6585,275,2,2024-04-28
3907,6845,481,4,2024-06-19
3908,9325,463,1,2024-01-08
3909,8272,103,4,2024-05-09
3910,2021,458,3,2024-03-24
3911,5009,294,3,2024-01-27
3912,7843,184,2,2024-05-08
3913,3921,349,5,2024-04-20
3914,2317,38,5,2024-03-01
3915,2013,494,3,2024-01-14
3916,2378,367,1,2024-04-13
3917,1289,203,1,2024-06-16
3918,2158,393,1,2024-05-11
3919,2087,68,4,2024-02-11
3920,1162,24,1,2024-05-18
3921,9770,393,3,2024-05-29
3922,5634,88,1,2024-02-29
3923,4023,353,5,2024-04-05
3924,7663,500,3,2024-05-26
3925,1625,438,2,2024-05-24
3926,6174,79,2,2024-02-09
3927,6971,280,3,2024-03-13
3928,2698,367,4,2024-01-01
3929,9783,306,1,2024-01-29
3930,3694,57,5,2024-04-26
3931,4746,47,3,2024-02-28
3932,3104,304,4,2024-02-29
3933,5346,381,4,2024-02-28
3934,8667,194,2,2024-06-13
3935,9283,496,3,2024-04-16
3936,1791,77,2,2024-05-24
3937,3676,82,2,2024-05-28
3938,9370,84,2,2024-06-27
3939,186,399,1,2024-06-01
3940,1323,462,5,2024-04-12
3941,9000,159,2,2024-03-11
3942,4574,193,5,2024-01-10
3943,5552,192,4,2024-02-29
3944,1027,421,2,2024-06-12
3945,450,342,3,2024-04-08
3946,72,439,2,2024-01-27
3947,9806,4,2,2024-02-01
3948,9176,411,1,2024-06-16
3949,7832,135,1,2024-02-28
3950,7279,219,4,2024-04-26
3951,4745,199,2,2024-03-21
3952,6970,28,5,2024-05-25
3953,6011,37,4,2024-06-29
3954,3859,6,4,2024-02-27
3955,8036,240,1,2024-04-22
3956,2029,178,1,2024-06-15
3957,7751,160,3,2024-05-26
3958,817,351,3,2024-04-06
3959,4688,362,3,2024-05-17
3960,8322,304,4,2024-02-19
3961,5321,134,5,2024-01-27
3962,5717,19,2,2024-03-10
3963,9364,75,2,2024-06-09
3964,120,176,2,2024-05-25
3965,4588,389,4,2024-05-03
3966,2360,215,4,2024-04-07
3967,2574,48,1,2024-01-13
3968,1980,326,5,2024-05-25
3969,4646,387,1,2024-05-10
3970,6633,36,5,2024-01-12
3971,2820,458,1,2024-03-23
3972,2415,42,5,2024-06-02
3973,2472,143,4,2024-04-22
3974,551,445,2,2024-01-25
3975,853,42,4,2024-01-22
3976,7890,40,2,2024-04-24
3977,8522,301,5,2024-05-09
3978,1939,68,5,2024-01-26
3979,6397,237,4,2024-01-31
3980,489,390,2,2024-01-07
3981,7709,88,5,2024-02-07
3982,5625,286,1,2024-02-24
3983,8361,460,5,2024-02-26
3984,9222,284,4,2024-06-06
3985,58,438,3,2024-04-08
3986,9707,183,2,2024-03-24
3987,3818,367,5,2024-01-31
3988,6308,288,4,2024-05-25
3989,7673,338,3,2024-05-26
3990,5280,76,1,2024-04-22
3991,1494,479,3,2024-05-16
3992,708,428,3,2024-05-23
3993,3347,458,1,2024-04-28
3994,6287,267,2,2024-05-19
3995,9035,7,3,2024-03-07
3996,5864,215,1,2024-04-07
3997,7586,130,3,2024-04-19
3998,5640,230,1,2024-04-05
3999,668,34,1,2024-05-10
4000,7586,475,3,2024-01-24
4001,2072,123,5,2024-02-09
4002,4471,445,1,2024-05-18
4003,3069,375,3,2024-01-20
4004,6390,440,3,2024-02-18
4005,520,108,4,2024-05-27
4006,3860,278,2,2024-02-20
4007,4014,219,3,2024-02-29
4008,9847,187,2,2024-06-22
4009,8965,146,4,2024-05-02
4010,1693,84,3,2024-03-20
4011,1725,232,2,2024-05-27
4012,4001,144,3,2024-06-20
4013,3436,285,4,2024-01-19
4014,1349,1,5,2024-02-04
4015,1873,106,3,2024-02-06
4016,2856,59,4,2024-02-21
4017,152,340,3,2024-06-17
4018,6202,485,2,2024-06-25
4019,2743,54,1,2024-01-15
4020,2929,174,1,2024-05-12
4021,1068,218,5,2024-06-16
4022,9255,23,3,2024-03-01
4023,952,9,3,2024-04-11
4024,3015,90,3,2024-04-02
4025,9487,492,4,2024-06-09
4026,6275,409,2,2024-06-15
4027,7403,292,3,2024-02-01
4028,8558,414,2,2024-05-19
4029,6484,402,3,2024-05-10
4030,9976,104,2,2024-06-22
4031,7404,139,5,2024-04-29
4032,4191,403,2,2024-03-30
4033,3256,238,3,2024-02-07
4034,41,479,2,2024-04-13
4035,2591,272,4,2024-03-22
4036,93,294,5,2024-03-25
4037,506,11,3,2024-05-04
4038,883,194,3,2024-04-23
4039,6249,300,5,2024-02-19
4040,1459,357,2,2024-04-27
4041,4568,312,5,2024-04-09
4042,5796,249,2,2024-04-03
4043,4113,207,5,2024-02-02
4044,9757,316,5,2024-02-29
4045,6934,211,2,2024-03-04
4046,90,283,2,2024-02-27
4047,1155,436,3,2024-05-24
4048,2289,190,5,2024-04-12
4049,6321,194,1,2024-06-20
4050,1067,123,5,2024-05-10
4051,5257,257,3,2024-06-05
4052,3642,219,2,2024-02-09
4053,3082,45,1,2024-06-22
4054,8547,34,2,2024-05-16
4055,952,165,5,2024-01-01
4056,6994,452,2,2024-06-08
4057,5200,237,2,2024-04-08
4058,5083,258,4,2024-05-26
4059,7351,105,2,2024-01-09
4060,6068,248,3,2024-06-08
4061,1971,288,5,2024-03-17
4062,6539,380,3,2024-05-17
4063,2411,410,2,2024-03-18
4064,2671,8,5,2024-06-07
4065,6102,464,5,2024-03-31
4066,6205,126,3,2024-03-23
4067,5041,405,1,2024-06-03
4068,6110,159,2,2024-06-12
4069,513,314,1,2024-03-27
4070,2502,70,4,2024-02-28
4071,7762,395,2,2024-06-11
4072,6105,217,1,2024-05-12
4073,7393,178,4,2024-04-15
4074,4336,83,3,2024-03-13
4075,107,404,3,2024-04-01
4076,6226,326,5,2024-02-27
4077,1998,333,2,2024-03-07
4078,4197,395,1,2024-01-18
4079,1264,282,1,2024-03-26
4080,5105,400,1,2024-05-15
4081,3381,365,1,2024-01-15
4082,4285,411,3,2024-04-11
4083,9113,368,2,2024-05-13
4084,3886,77,3,2024-03-04
4085,4943,371,4,2024-04-17
4086,6243,293,2,2024-04-27
4087,6090,115,5,2024-02-28
4088,8191,335,4,2024-06-08
4089,1573,261,1,2024-04-12
4090,3001,31,1,2024-05-04
4091,2742,32,1,2024-04-21
4092,9124,59,4,2024-04-28
4093,3162,50,2,2024-05-08
4094,6305,134,2,2024-05-25
4095,9317,222,4,2024-05-24
4096,2226,263,2,2024-03-16
4097,8929,81,3,2024-03-15
4098,4785,213,1,2024-04-10
4099,5787,62,5,2024-05-21
4100,7062,252,3,2024-03-19
4101,449,108,2,2024-06-09
4102,4644,34,4,2024-06-22
4103,1491,451,2,2024-03-02
4104,9338,481,4,2024-01-31
4105,6514,276,5,2024-02-24
4106,7128,166,1,2024-04-14
4107,3361,422,2,2024-02-15
4108,2015,8,5,2024-04-13
4109,478,247,2,2024-01-14
4110,3267,419,2,2024-04-27
4111,2310,489,5,2024-05-06
4112,8705,67,3,2024-02-20
4113,8874,238,2,2024-03-02
4114,212,63,4,2024-05-17
4115,3375,415,1,2024-01-24
4116,1619,453,2,2024-06-06
4117,1988,294,3,2024-01-16
4118,6482,179,2,2024-05-22
4119,4941,191,1,2024-05-31
4120,7056,376,1,2024-01-21
4121,2950,265,2,2024-06-10
4122,2709,468,1,2024-03-29
4123,6303,442,3,2024-03-21
4124,2178,249,4,2024-06-22
4125,3538,296,5,2024-06-01
4126,1092,10,3,2024-05-02
4127,3316,112,1,2024-02-12
4128,5783,86,4,2024-02-02
4129,6803,429,5,2024-05-07
4130,6734,450,5,2024-02-09
4131,8675,242,1,2024-04-08
4132,3667,448,4,2024-01-01
4133,7852,4,4,2024-02-26
4134,383,191,3,2024-01-28
4135,840,148,2,2024-04-25
4136,1413,358,2,2024-01-25
4137,8986,467,4,2024-03-26
4138,8164,169,2,2024-03-14
4139,9203,309,3,2024-04-24
4140,1096,98,4,2024-04-29
4141,7940,242,1,2024-04-09
4142,65,213,3,2024-01-06
4143,4264,117,3,2024-06-29
4144,4897,231,3,2024-01-02
4145,3442,454,4,2024-01-20
4146,2222,102,3,2024-01-21
4147,2450,236,4,2024-05-12
4148,4667,390,1,2024-06-07
4149,5505,412,4,2024-03-28
4150,3576,357,3,2024-03-19
4151,5459,175,5,2024-06-11
4152,1125,261,4,2024-03-16
4153,1968,177,2,2024-01-21
4154,3307,292,4,2024-06-26
4155,8833,287,5,2024-05-09
4156,2044,162,2,2024-01-10
4157,529,388,2,2024-02-27
4158,9338,485,2,2024-04-29
4159,8532,136,2,2024-06-05
4160,5578,452,5,2024-03-02
4161,8,438,1,2024-01-24
4162,9994,482,4,2024-03-09
4163,2072,128,3,2024-02-09
4164,6808,392,3,2024-02-26
4165,6642,289,2,2024-02-06
4166,1363,390,5,2024-02-20
4167,9191,183,4,2024-06-22
4168,4272,79,2,2024-02-26
4169,5334,130,1,2024-02-28
4170,5504,466,5,2024-05-02
4171,9374,247,5,2024-03-18
4172,2166,28,2,2024-04-16
4173,7048,191,1,2024-03-07
4174,2086,238,2,2024-02-14
4175,1296,85,5,2024-05-21
4176,3214,395,1,2024-03-26
4177,9320,88,4,2024-05-20
4178,9383,380,1,2024-06-17
4179,8442,146,3,2024-02-22
4180,7675,96,5,2024-04-06
4181,2727,283,4,2024-06-08
4182,7315,297,1,2024-01-13
4183,2608,73,1,2024-05-13
4184,8716,499,2,2024-01-20
4185,5676,357,4,2024-04-04
4186,4461,95,1,2024-03-19
4187,6776,199,4,2024-06-10
4188,2202,120,2,2024-05-17
4189,6685,434,4,2024-02-27
4190,4044,259,3,2024-04-15
4191,3501,37,2,2024-06-01
4192,776,469,3,2024-02-29
4193,3938,98,3,2024-03-07
4194,4793,266,3,2024-03-14
4195,4790,134,3,2024-03-19
4196,1358,120,1,2024-02-28
4197,1123,465,4,2024-01-26
4198,4152,132,2,2024-05-10
4199,8655,184,2,2024-02-20
4200,9025,174,3,2024-05-22
4201,2751,166,3,2024-03-01
4202,2156,379,2,2024-05-11
4203,5641,85,1,2024-03-30
4204,8984,314,3,2024-01-21
4205,5976,106,5,2024-04-08
4206,7360,185,5,2024-04-17
4207,9131,192,5,2024-04-26
4208,6491,172,4,2024-05-20
4209,4774,285,2,2024-03-07
4210,837,283,5,2024-04-26
4211,7147,66,5,2024-04-09
4212,2971,362,3,2024-01-10
4213,744,114,2,2024-04-07
4214,3078,151,1,2024-05-28
4215,3187,275,5,2024-04-03
4216,3117,422,4,2024-01-02
4217,3477,47,4,2024-05-30
4218,2688,150,2,2024-02-07
4219,513,407,1,2024-01-14
4220,5738,261,2,2024-03-03
4221,6607,167,5,2024-03-21
4222,6994,414,5,2024-04-30
4223,4670,263,5,2024-05-23
4224,8495,82,1,2024-06-24
4225,193,438,2,2024-03-09
4226,6709,284,2,2024-06-01
4227,5005,208,1,2024-05-02
4228,5838,175,3,2024-06-10
4229,7083,110,3,2024-01-01
4230,4483,200,4,2024-05-18
4231,336,194,3,2024-04-30
4232,7451,341,1,2024-05-25
4233,542,9,3,2024-06-20
4234,7748,438,3,2024-01-27
4235,7928,264,2,2024-04-01
4236,2812,426,4,2024-05-21
4237,4812,265,1,2024-06-12
4238,5559,486,5,2024-02-11
4239,4022,234,1,2024-04-25
4240,6958,13,5,2024-06-23
4241,1561,73,1,2024-03-27
4242,21,31,2,2024-05-04
4243,8275,29,2,2024-03-27
4244,8940,136,5,2024-06-19
4245,7109,25,4,2024-05-01
4246,5809,30,5,2024-05-30
4247,4325,460,1,2024-06-20
4248,9185,105,1,2024-02-09
4249,4656,333,4,2024-04-29
4250,8093,153,2,2024-01-18
4251,4792,481,2,2024-05-01
4252,8957,255,2,2024-04-26
4253,264,446,5,2024-01-02
4254,1165,191,2,2024-06-13
4255,5400,142,1,2024-03-27
4256,9108,244,3,2024-06-04
4257,8371,457,1,2024-03-01
4258,2943,447,2,2024-04-23
4259,8330,431,5,2024-04-25
4260,315,327,1,2024-02-21
4261,1734,412,2,2024-05-04
4262,2586,62,1,2024-04-09
4263,6968,160,2,2024-04-16
4264,9462,385,1,2024-05-03
4265,9333,220,5,2024-03-18
4266,7145,30,4,2024-04-29
4267,6756,305,1,2024-01-26
4268,4245,388,1,2024-05-29
4269,6777,113,2,2024-03-11
4270,8185,431,4,2024-01-21
4271,183,374,3,2024-01-03
4272,6332,342,2,2024-03-25
4273,6888,188,5,2024-01-27
4274,5188,381,2,2024-03-01
4275,2802,11,1,2024-04-17
4276,5404,18,3,2024-01-29
4277,3853,452,4,2024-06-01
4278,3952,290,5,2024-01-27
4279,5866,334,3,2024-06-06
4280,1870,284,3,2024-04-29
4281,2692,36,1,2024-03-30
4282,9164,305,5,2024-05-04
4283,7709,141,1,2024-02-07
4284,1567,441,1,2024-06-24
4285,3143,433,2,2024-06-11
4286,59,98,5,2024-05-23
4287,3807,426,1,2024-02-24
4288,8757,44,2,2024-06-05
4289,4316,277,3,2024-03-15
4290,3321,15,2,2024-01-08
4291,2196,448,4,2024-05-29
4292,6608,223,4,2024-06-13
4293,2974,67,3,2024-01-02
4294,5858,44,3,2024-06-12
4295,9501,465,4,2024-04-14
4296,5909,313,1,2024-04-30
4297,8465,282,1,2024-01-20
4298,2915,180,1,2024-05-31
4299,3905,23,3,2024-06-20
4300,9092,25,4,2024-05-11
4301,4498,24,2,2024-06-27
4302,8008,71,4,2024-03-21
4303,7925,253,5,2024-03-14
4304,3298,394,4,2024-03-30
4305,6412,10,5,2024-05-11
4306,1834,98,3,2024-03-21
4307,5784,43,1,2024-04-03
4308,3720,171,1,2024-01-28
4309,1471,180,3,2024-04-20
4310,875,18,1,2024-06-28
4311,56,491,3,2024-04-09
4312,9446,240,2,2024-02-04
4313,9560,480,1,2024-02-04
4314,7445,338,4,2024-03-07
4315,7685,416,3,2024-05-24
4316,656,370,5,2024-03-17
4317,9529,366,5,2024-01-27
4318,3330,396,3,2024-06-19
4319,6438,377,2,2024-05-09
4320,7464,50,2,2024-02-05
4321,5572,258,4,2024-04-16
4322,1572,106,4,2024-03-09
4323,1167,78,3,2024-05-29
4324,4523,164,5,2024-06-27
4325,5697,219,5,2024-01-28
4326,7579,242,5,2024-02-17
4327,4237,135,5,2024-02-13
4328,1637,178,5,2024-01-30
4329,5392,336,5,2024-01-24
4330,1614,172,5,2024-06-23
4331,870,247,1,2024-05-04
4332,3998,366,3,2024-01-14
4333,145,163,4,2024-03-02
4334,5175,121,5,2024-03-23
4335,9192,195,1,2024-02-12
4336,5566,446,5,2024-03-19
4337,9020,200,5,2024-02-27
4338,6417,46,3,2024-05-20
4339,2841,41,2,2024-02-06
4340,5202,340,2,2024-04-12
4341,3836,88,4,2024-02-17
4342,8539,277,2,2024-01-04
4343,9833,416,4,2024-03-24
4344,2657,433,3,2024-06-02
4345,4812,289,2,2024-02-10
4346,915,264,2,2024-05-21
4347,168,124,2,2024-03-20
4348,2936,205,4,2024-06-11
4349,2029,441,5,2024-04-27
4350,3888,24,1,2024-06-06
4351,8789,177,3,2024-06-04
4352,31,60,2,2024-05-19
4353,8228,161,3,2024-04-30
4354,3881,368,1,2024-03-27
4355,788,426,3,2024-02-09
4356,2259,253,2,2024-02-28
4357,6316,263,2,2024-05-12
4358,7224,25,5,2024-06-24
4359,1057,285,2,2024-02-06
4360,2250,105,4,2024-04-05
4361,2831,46,2,2024-03-16
4362,5069,432,3,2024-04-26
4363,867,443,4,2024-06-19
4364,4392,343,1,2024-05-04
4365,8903,436,1,2024-06-11
4366,2544,496,5,2024-01-19
4367,6561,497,5,2024-03-19
4368,3502,443,5,2024-03-10
4369,2566,329,3,2024-04-14
4370,9305,207,5,2024-02-11
4371,164,430,1,2024-02-24
4372,1281,378,2,2024-03-22
4373,2082,40,5,2024-02-15
4374,7149,297,3,2024-01-07
4375,7060,466,4,2024-03-25
4376,4836,334,1,2024-02-14
4377,241,166,3,2024-06-15
4378,5635,140,3,2024-01-08
4379,8810,198,1,2024-05-02
4380,6253,260,1,2024-05-29
4381,1740,9,4,2024-06-16
4382,9582,413,3,2024-05-19
4383,6905,458,3,2024-03-26
4384,1334,199,3,2024-03-12
4385,6847,178,1,2024-01-07
4386,489,482,4,2024-05-09
4387,2609,153,1,2024-01-19
4388,9960,145,1,2024-06-17
4389,3371,496,2,2024-03-28
4390,1173,348,3,2024-05-16
4391,2488,144,2,2024-03-13
4392,364,359,2,2024-05-26
4393,8430,83,3,2024-02-29
4394,369,462,1,2024-03-15
4395,5962,296,2,2024-03-04
4396,9412,86,1,2024-06-03
4397,7946,288,2,2024-06-26
4398,4809,430,1,2024-03-24
4399,6245,98,3,2024-05-22
4400,7776,164,2,2024-06-19
4401,8217,343,3,2024-03-10
4402,279,358,3,2024-05-20
4403,5109,20,4,2024-02-01
4404,4220,375,4,2024-05-20
4405,6148,216,5,2024-04-18
4406,9277,389,1,2024-02-25
4407,7016,146,2,2024-02-16
